Date,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
8/17/2010,3,18.2,0,NNE,20,SSW,NNE,4,9,50,27,NA,NA,NA,NA,10.4,17.4,No,No
8/25/2010,11,17.7,0.2,W,52,SW,W,9,13,33,30,NA,NA,NA,NA,14.9,16.6,No,No
8/28/2010,3.8,18.5,0,ESE,24,NNE,S,4,6,58,33,NA,NA,NA,NA,12.6,17.7,No,No
8/30/2010,10,20.3,0,SE,46,NE,ESE,6,13,65,44,NA,NA,NA,NA,15.1,19,No,No
9/11/2010,5.7,22.3,0.2,WSW,31,SW,N,11,7,52,26,NA,NA,NA,NA,15.5,21.6,No,No
9/15/2010,10.3,23.2,10.6,SW,44,NA,SW,NA,24,NA,25,NA,NA,NA,NA,NA,22,Yes,No
9/19/2010,7.3,19.3,0,NE,22,N,NNE,6,13,66,54,NA,NA,NA,NA,13.2,18.2,No,No
9/23/2010,14.2,20.4,NA,SE,24,SSW,ESE,11,19,80,65,NA,NA,NA,NA,15.9,18.2,NA,No
9/26/2010,9,25.8,NA,ENE,30,NA,NNE,NA,15,52,29,NA,NA,NA,NA,18.2,25.6,NA,No
10/6/2010,NA,23.2,NA,SW,48,SW,ENE,6,9,98,69,NA,NA,NA,NA,18,22.5,NA,No
10/11/2010,13.5,22.4,NA,ENE,46,S,NE,7,17,90,58,NA,NA,NA,NA,16.5,21.1,NA,No
10/15/2010,16.4,25.6,NA,WNW,61,N,N,15,44,92,67,NA,NA,NA,NA,19.8,23,NA,No
10/17/2010,5.6,24.3,0.2,WNW,43,SE,SSE,6,7,55,37,NA,NA,NA,NA,14.2,23,No,No
10/28/2010,14.7,19.4,3,S,22,S,E,15,11,97,60,NA,NA,NA,NA,14.8,19.1,Yes,No
10/29/2010,12,21.6,0.4,NE,22,NNE,ESE,4,4,82,67,NA,NA,NA,NA,16.5,19.9,No,No
10/31/2010,18,31.5,0,NNW,39,NA,NW,0,20,97,34,NA,NA,NA,NA,20.1,31.1,No,No
11/1/2010,15.8,21.5,0,SE,28,S,SE,9,13,57,88,NA,NA,NA,NA,19.9,17.9,No,Yes
11/14/2010,20.5,34,0,N,39,NNW,N,6,20,74,39,NA,NA,NA,NA,26,32.1,No,No
11/17/2010,16.8,22.5,0,ENE,26,SSE,N,9,11,86,73,NA,NA,NA,NA,17.8,20.5,No,No
11/19/2010,15.2,18.9,0,S,39,S,SSE,24,15,75,65,NA,NA,NA,NA,16,17.7,No,No
11/22/2010,13.4,27,0,ENE,37,NNE,ENE,7,19,63,45,NA,NA,NA,NA,20.8,25,No,No
11/25/2010,16.2,33.1,0,E,35,SSE,SE,7,13,72,31,NA,NA,NA,NA,22.4,32.4,No,No
11/30/2010,16.3,21.4,10.8,SE,28,SSE,SW,6,9,98,91,NA,NA,NA,NA,17.3,21.1,Yes,Yes
12/1/2010,17.2,21.2,25.2,ENE,30,SE,NE,4,15,100,98,NA,NA,NA,NA,18.3,20.3,Yes,Yes
1/10/2011,21.1,28.4,4.4,ENE,39,NE,ESE,19,20,79,65,NA,NA,NA,NA,24.9,26.5,Yes,Yes
1/17/2011,19.1,34.5,0,SE,41,NE,SE,4,30,81,56,NA,NA,NA,NA,24.6,30,No,No
1/20/2011,19.7,28.4,5.8,E,31,SW,E,7,15,75,57,NA,NA,NA,NA,23.7,26.8,Yes,Yes
1/26/2011,21.2,39.9,0,S,37,NNE,NNW,2,6,80,49,NA,NA,NA,NA,25.9,35.4,No,No
1/30/2011,14.6,36.9,0,NE,28,SE,NNW,6,13,69,25,NA,NA,NA,NA,21.4,35.7,No,No
2/6/2011,25.1,33.1,0,SE,65,NNE,SSE,6,37,67,68,NA,NA,NA,NA,27.7,24.7,No,No
2/18/2011,21,27.9,0.2,SE,24,SSW,WNW,7,7,90,68,NA,NA,NA,NA,22.7,27.5,No,No
2/20/2011,24.8,36.1,0.2,WNW,46,N,WSW,11,13,55,39,NA,NA,NA,NA,31.7,35.1,No,No
2/21/2011,19.5,29.8,0,SSE,41,SSW,ESE,11,19,76,46,NA,NA,NA,NA,21.3,27.6,No,No
2/22/2011,16,24.8,0.6,SE,37,SW,ESE,13,19,64,49,NA,NA,NA,NA,17.9,22.6,No,No
2/23/2011,15.5,27,0.2,E,28,S,WNW,9,9,67,43,NA,NA,NA,NA,20.3,25.9,No,No
2/27/2011,18.4,28.3,0,SE,20,NA,NW,0,9,90,75,NA,NA,NA,NA,21,26.4,No,No
3/11/2011,19.6,30.6,0,WSW,43,NW,E,4,15,95,55,NA,NA,NA,NA,21.2,28,No,Yes
3/14/2011,18.5,26.3,0,SE,37,SE,SSE,7,17,83,79,NA,NA,NA,NA,22.5,23.2,No,No
5/2/2011,9.9,18.3,0,WNW,9,NW,NNW,4,4,99,85,NA,NA,NA,NA,12.1,18.1,No,No
5/6/2011,9.4,20,0.2,SW,20,SSW,S,11,2,62,40,NA,NA,NA,NA,15,19.2,No,No
5/7/2011,6.8,20.7,0,NNE,19,NA,NE,0,9,80,47,NA,NA,NA,NA,12.7,20.3,No,No
5/9/2011,7.7,19.3,0,S,37,SSW,S,15,19,59,57,NA,NA,NA,NA,13.8,16.3,No,No
5/10/2011,10.1,18.6,0.2,SW,39,SW,S,22,9,51,34,NA,NA,NA,NA,13.6,17.8,No,No
5/14/2011,9.4,17,0.2,SW,41,SW,SW,13,19,45,35,NA,NA,NA,NA,13.2,16.1,No,No
5/15/2011,2.6,19.4,0,SW,15,NA,NA,0,0,69,34,NA,NA,NA,NA,9,19.3,No,No
5/19/2011,7.3,21.4,0.2,ENE,17,NA,NE,0,11,98,59,NA,NA,NA,NA,9.9,20.6,No,No
5/20/2011,7.6,22,0,NW,9,NA,NA,0,0,100,52,NA,NA,NA,NA,8.4,21.8,No,No
5/31/2011,13.1,17.6,27.4,SSE,37,SSW,SSW,17,13,98,98,NA,NA,NA,NA,16.1,16.6,Yes,Yes
6/5/2011,5.8,18.1,0,NW,24,S,SW,2,4,86,49,NA,NA,NA,NA,10.1,17,No,No
6/13/2011,11.8,14.4,0.4,SSW,30,SSW,SW,11,11,81,98,NA,NA,NA,NA,13.3,12.8,No,Yes
6/19/2011,3.3,18.4,0,W,17,NA,WSW,0,2,97,49,NA,NA,NA,NA,7.1,18,No,No
6/25/2011,3,18.5,0,NNE,17,NA,NE,0,11,98,55,NA,NA,NA,NA,6.8,17.9,No,No
7/10/2011,0.5,16.4,0.2,WNW,48,W,NW,13,17,45,35,NA,NA,NA,NA,12.1,15.8,No,No
7/20/2011,6.8,17.8,2.8,SSW,54,SSW,SSW,19,30,72,59,NA,NA,NA,NA,15,17.1,Yes,No
7/26/2011,2.9,18.2,0.2,W,30,NA,WSW,0,17,97,38,NA,NA,NA,NA,8.3,18,No,No
7/29/2011,2.7,19,0.4,N,11,SSW,NNW,2,6,99,39,NA,NA,NA,NA,5.9,18.5,No,No
8/5/2011,6.1,24.9,0,N,28,NA,NW,0,11,89,30,NA,NA,NA,NA,10.8,24.6,No,No
8/6/2011,5.8,22.1,0,S,24,NA,SW,0,6,74,51,NA,NA,NA,NA,12,22,No,No
8/9/2011,5,16.3,0,SW,24,N,NW,4,4,96,44,NA,NA,NA,NA,8.3,15.2,No,No
8/15/2011,4.8,19.4,0,E,20,NA,NNE,0,2,99,47,NA,NA,NA,NA,7.6,18.8,No,No
8/16/2011,7.5,20.2,0,ENE,15,WNW,E,2,6,86,50,NA,NA,NA,NA,12.6,18.5,No,No
8/17/2011,6.7,12.7,0,N,9,NA,NNE,0,6,99,99,NA,NA,NA,NA,9.7,12.3,No,Yes
8/25/2011,4.9,23.4,0,NE,13,N,NNE,2,7,98,49,NA,NA,NA,NA,8.9,22.6,No,No
9/8/2011,12.1,18.9,0.2,SSW,19,SSW,SE,11,7,63,67,NA,NA,NA,NA,15.4,16.9,No,Yes
9/16/2011,7.1,30.5,0,WSW,57,SSW,W,2,28,71,15,NA,NA,NA,NA,14.7,28.7,No,No
10/1/2011,7,18.8,0,N,43,SSW,WNW,6,9,66,52,NA,NA,NA,NA,13.7,16.3,No,No
10/4/2011,8.8,19,0.6,SSW,26,SSW,ESE,15,9,66,52,NA,NA,NA,NA,15,18.4,No,No
10/11/2011,8.4,22.9,0,SE,26,N,E,4,6,53,31,NA,NA,NA,NA,14.5,21.6,No,No
10/14/2011,14.2,17.6,0,SSW,11,W,SW,2,4,93,97,NA,NA,NA,NA,14.4,16.2,No,No
10/19/2011,8.4,25.9,0,NE,24,SE,NNE,4,13,68,20,NA,NA,NA,NA,15.6,25.3,No,No
10/23/2011,15.1,30.7,0,NNE,20,N,NE,4,9,64,31,NA,NA,NA,NA,20.6,30.1,No,No
10/28/2011,13.7,25.4,0.2,NE,24,NNE,ENE,4,13,81,58,NA,NA,NA,NA,17.6,23.9,No,No
11/5/2011,13.1,29.4,0.2,N,30,N,NE,13,13,65,39,NA,NA,NA,NA,19.7,28.7,No,No
11/7/2011,19,33.2,0,S,44,NW,NNE,11,20,56,40,NA,NA,NA,NA,26.5,30.9,No,Yes
11/13/2011,17.2,28.3,0,ENE,33,S,NNE,4,4,76,47,NA,NA,NA,NA,20.7,27.5,No,No
11/15/2011,16.2,30.9,0,ENE,30,N,NE,7,15,60,38,NA,NA,NA,NA,21.6,30.1,No,No
11/26/2011,15.4,31,51.6,NW,44,NA,N,0,9,100,52,NA,NA,NA,NA,19.8,29,Yes,Yes
11/27/2011,15.5,30,2.2,W,44,W,SW,20,15,49,37,NA,NA,NA,NA,24.2,28,Yes,No
11/28/2011,14.7,32.3,0,ENE,33,NNE,NE,4,15,70,37,NA,NA,NA,NA,22.6,31.4,No,No
12/3/2011,10.2,25.7,0.2,SE,24,NNE,NE,4,9,50,38,NA,NA,NA,NA,18.5,24.9,No,No
12/11/2011,15.6,27.8,0.2,S,48,ESE,E,4,7,73,98,NA,NA,NA,NA,22.7,20.1,No,Yes
12/16/2011,11.9,22.4,0,ESE,28,S,ESE,9,6,67,60,NA,NA,NA,NA,19.6,21.4,No,No
12/25/2011,16.7,31.3,0,E,33,N,NNE,2,15,74,48,NA,NA,NA,NA,23.9,30.9,No,No
12/28/2011,17.2,26.7,0.2,SSW,35,SSW,SSE,13,7,64,44,NA,NA,NA,NA,21.1,25.6,No,No
12/31/2011,13.3,27.4,0,ENE,26,SSW,ENE,2,13,82,59,NA,NA,NA,NA,19.3,25,No,No
1/10/2012,16.3,31.5,0,W,28,NNW,NE,6,7,37,28,NA,NA,NA,NA,24,30.2,No,No
1/11/2012,17.1,28.3,0,WNW,63,NNW,WSW,6,35,37,29,NA,NA,NA,NA,24.3,26.6,No,No
1/21/2012,20,27.1,0.2,ESE,24,SSE,E,4,7,98,66,NA,NA,NA,NA,21.4,26.3,No,No
1/31/2012,22.7,29,0,ESE,35,SSE,E,4,15,69,63,NA,NA,NA,NA,26.7,27.4,No,Yes
2/2/2012,16.3,18.3,9.4,SW,24,SW,S,9,7,99,98,NA,NA,NA,NA,17.5,17.4,Yes,Yes
2/9/2012,17.5,24.3,0.8,NE,35,SSW,SSW,6,7,88,90,NA,NA,NA,NA,20.8,23.1,No,Yes
2/12/2012,14.2,27.8,4.6,SW,48,NA,SW,0,33,96,95,NA,NA,NA,NA,19.1,19.3,Yes,Yes
2/20/2012,18.2,28.4,20,S,50,SSE,ESE,9,4,93,59,NA,NA,NA,NA,21.6,27.5,Yes,Yes
2/28/2012,22.6,32.5,0,SSE,22,NA,S,0,2,90,53,NA,NA,NA,NA,24.6,31.1,No,Yes
3/1/2012,19.1,30,27.8,S,44,NNE,NNE,7,2,100,70,NA,NA,NA,NA,21.2,29.7,Yes,Yes
3/8/2012,14.6,23,43.8,SW,41,SW,SSE,15,7,90,82,NA,NA,NA,NA,17,20.9,Yes,No
3/11/2012,16,27.2,0,ENE,26,SE,N,2,9,73,49,NA,NA,NA,NA,20.2,26.7,No,No
3/12/2012,17.9,27.4,0,E,31,NA,E,0,15,88,64,NA,NA,NA,NA,20.2,25.9,No,No
3/17/2012,19.3,21.5,23.6,SSW,26,S,S,2,6,99,86,NA,NA,NA,NA,19.5,21,Yes,Yes
3/19/2012,16.7,23.6,1,SE,37,SW,SSE,11,19,98,64,NA,NA,NA,NA,18.6,23.1,No,Yes
4/17/2012,16.4,21.9,0,S,37,SW,S,15,17,68,71,NA,NA,NA,NA,19.4,20.4,No,Yes
4/19/2012,17.6,25.6,43.8,ESE,28,SSE,SW,4,2,100,62,NA,NA,NA,NA,19.3,25,Yes,Yes
4/21/2012,15.7,24.9,0.2,S,15,WSW,NNE,2,7,99,67,NA,NA,NA,NA,18.7,24.3,No,No
4/22/2012,15,20.2,0.4,S,11,NE,S,7,6,100,98,NA,NA,NA,NA,15.9,20,No,Yes
4/24/2012,12.7,22.7,2.6,WNW,59,SW,WNW,2,19,99,43,NA,NA,NA,NA,16.5,21,Yes,No
4/29/2012,9.6,18.5,0.2,SSE,37,SSW,SSE,6,15,82,62,NA,NA,NA,NA,15.4,17.5,No,No
5/20/2012,6.3,20,0,ESE,22,NA,ESE,0,11,98,71,NA,NA,NA,NA,10.8,16.7,No,No
5/28/2012,6.7,19.1,0.2,S,22,S,SSW,6,11,78,45,NA,NA,NA,NA,13.8,18.1,No,No
5/29/2012,10.4,18.9,0,SW,20,SSW,SE,11,4,72,66,NA,NA,NA,NA,15,17.3,No,No
6/2/2012,12,16.5,1.2,E,15,NA,NNW,0,2,100,99,NA,NA,NA,NA,13.8,15.1,Yes,Yes
6/4/2012,10.6,20.1,0.2,W,33,E,W,2,7,100,52,NA,NA,NA,NA,13.2,17.8,No,No
6/8/2012,3.1,16.1,0.2,NW,13,N,NNW,6,6,99,54,NA,NA,NA,NA,5.3,15.8,No,No
6/13/2012,12.2,18.1,1.2,SSW,24,SSW,S,15,9,80,68,NA,NA,NA,NA,14.9,16.7,Yes,No
6/14/2012,9.9,18.5,1,NNE,19,NA,NE,0,11,100,71,NA,NA,NA,NA,12.1,17.6,No,No
6/20/2012,2.9,15.8,0,NW,9,S,WSW,4,2,98,57,NA,NA,NA,NA,6.7,15.3,No,No
6/23/2012,3.5,18,0,WNW,15,NA,NA,0,0,85,32,NA,NA,NA,NA,8.9,17.5,No,No
6/26/2012,4.6,13.5,0.2,SE,24,SSW,S,9,6,82,98,NA,NA,NA,NA,11.6,11.2,No,No
6/27/2012,9.2,16.9,0.6,SSE,15,SW,SW,6,9,98,68,NA,NA,NA,NA,11.9,15.6,No,No
7/2/2012,1.8,16.6,0,SW,35,ESE,SW,4,22,94,40,NA,NA,NA,NA,7.3,15.6,No,No
7/8/2012,6.2,18,0,NE,17,NA,ENE,0,7,98,55,NA,NA,NA,NA,10.4,17.6,No,No
7/10/2012,4.4,13.6,0,NW,11,NA,NA,0,0,100,97,NA,NA,NA,NA,6.7,12.8,No,Yes
7/15/2012,6.5,18.4,0,W,33,SSE,W,4,20,64,43,NA,NA,NA,NA,12.4,16.6,No,No
7/23/2012,9.9,15.5,4.4,SSW,33,SSW,S,11,19,88,70,NA,NA,NA,NA,11.9,14.4,Yes,No
7/26/2012,7.6,19.3,0,NNE,28,NA,NE,0,15,99,56,NA,NA,NA,NA,9.6,17.8,No,No
7/28/2012,3.4,17.6,0,SSW,33,SSE,W,4,13,73,42,NA,NA,NA,NA,11.4,17.1,No,No
7/30/2012,5.3,15.9,0,SSW,37,SSW,WSW,13,17,52,37,NA,NA,NA,NA,11.5,15.4,No,No
8/7/2012,1.1,18.2,0,NE,11,NA,NE,0,6,76,32,NA,NA,NA,NA,7.1,17.7,No,No
8/10/2012,5.1,18.1,0,S,52,SW,S,26,30,NA,NA,NA,NA,NA,NA,12.6,16.7,No,No
8/15/2012,3.7,24.4,0,NW,44,SW,NW,2,19,78,24,NA,NA,NA,NA,10.6,23,No,No
8/16/2012,5.8,20,0,SSW,22,NA,NA,0,0,55,37,NA,NA,NA,NA,13.7,19.1,No,No
8/17/2012,3.5,21.2,0,N,74,N,NW,15,28,68,43,NA,NA,NA,NA,12,15.1,No,No
8/20/2012,2.5,18.9,0,NNE,17,E,NNE,2,6,79,36,NA,NA,NA,NA,8.9,18.5,No,No
8/26/2012,3.5,20.3,0,WSW,31,NE,SSW,2,11,57,32,NA,NA,NA,NA,12.4,19.4,No,No
8/28/2012,3.2,20.9,NA,NNE,17,NNW,ENE,4,7,78,36,NA,NA,NA,NA,10.5,20.8,NA,No
9/2/2012,4.2,21.2,0,NNE,20,NA,SSE,0,2,65,30,NA,NA,NA,NA,12.8,20.8,No,No
9/9/2012,6,22.9,0,E,22,N,N,4,7,55,29,NA,NA,NA,NA,14.9,22,No,No
9/11/2012,7.3,23,0,ESE,24,SW,E,6,9,68,44,NA,NA,NA,NA,15.8,22,No,No
9/17/2012,9.4,22.2,0,SE,35,N,E,4,11,75,50,NA,NA,NA,NA,15.1,20.9,No,Yes
9/18/2012,9.5,19.6,7,NNW,43,NA,ESE,0,7,98,73,NA,NA,NA,NA,14.5,18,Yes,Yes
9/23/2012,7.8,30.6,0,NNW,41,N,W,7,15,98,23,NA,NA,NA,NA,13.6,29.7,No,No
9/30/2012,5.8,22,0.2,S,33,W,WSW,15,11,35,24,NA,NA,NA,NA,16.1,21.4,No,No
10/7/2012,11.5,23.4,1.8,ESE,35,WNW,SSE,6,7,55,24,NA,NA,NA,NA,15.7,22.7,Yes,No
10/10/2012,6.8,26.8,0.2,NNE,41,N,N,4,20,77,25,NA,NA,NA,NA,13.1,26.1,No,Yes
10/12/2012,6.8,18.1,7.8,SW,65,W,SSW,13,26,97,73,NA,NA,NA,NA,7,15.5,Yes,Yes
10/14/2012,8.3,22.8,0.2,ENE,26,SW,SSE,4,7,73,38,NA,NA,NA,NA,14.8,22.3,No,No
10/16/2012,10.6,33.6,0,NW,30,NA,NW,0,15,69,13,NA,NA,NA,NA,16.1,32.9,No,No
10/17/2012,13.8,25.7,0,ESE,31,W,ESE,4,15,47,48,NA,NA,NA,NA,21.9,23.8,No,No
10/24/2012,8,28.6,0,NNE,31,NNE,NE,9,13,64,26,NA,NA,NA,NA,15.7,27.4,No,No
10/29/2012,9,26.3,0,E,28,NNE,ENE,4,9,63,33,NA,NA,NA,NA,16.6,25.4,No,No
11/1/2012,14.1,34.6,0,NNW,61,SW,NW,2,35,64,19,NA,NA,NA,NA,21.4,33.2,No,No
11/3/2012,12.9,19.3,0.2,SSW,19,SSW,N,4,11,98,68,NA,NA,NA,NA,14.4,17.1,No,No
11/4/2012,13.4,28,0.2,ESE,26,SE,NE,4,7,64,39,NA,NA,NA,NA,19.2,27.1,No,No
11/8/2012,18.2,30.6,0.4,NE,107,S,ESE,6,9,66,44,NA,NA,NA,NA,24.2,28.4,No,Yes
11/11/2012,11.1,23.9,0,ESE,33,SSE,SE,7,19,58,42,NA,NA,NA,NA,18.4,20.9,No,No
11/12/2012,9.7,29.7,0,NE,41,NNE,NE,4,13,69,30,NA,NA,NA,NA,17,28.7,No,No
11/18/2012,14.1,29.5,0.2,S,52,NNE,NE,7,19,69,42,NA,NA,NA,NA,19.8,27.4,No,No
11/23/2012,15.1,24.5,0,SE,28,SE,ESE,4,7,65,46,NA,NA,NA,NA,19.1,24,No,No
11/24/2012,16.2,29.8,0,NNE,28,N,ENE,4,7,70,49,NA,NA,NA,NA,20.6,28.3,No,No
11/30/2012,19.2,38.4,0.2,N,52,SE,NNW,2,2,79,50,NA,NA,NA,NA,24.9,34.9,No,No
1/6/2013,20.1,35.7,0,SE,33,SSW,SSE,7,7,75,35,NA,NA,NA,NA,24,34.3,No,No
1/13/2013,20.9,25.1,0.2,SSE,28,ENE,ESE,4,15,78,73,NA,NA,NA,NA,21.9,24,No,Yes
1/19/2013,20.6,26.2,0.2,SE,31,SE,S,11,15,68,80,NA,NA,NA,NA,22.7,20.3,No,No
1/22/2013,18.4,33.1,0.2,WNW,39,S,NW,4,13,75,72,NA,NA,NA,NA,24.1,24.4,No,No
3/4/2013,18,27.4,4.8,SSE,30,S,ESE,7,11,98,49,NA,NA,NA,NA,20.6,25.6,Yes,No
3/8/2013,15.8,29,0,ESE,26,SE,NNE,7,11,89,44,NA,NA,NA,NA,20.6,28.4,No,No
3/9/2013,16.5,30,0,NE,26,SSE,NE,2,7,87,41,NA,NA,NA,NA,21.6,29.4,No,No
3/10/2013,16.7,30.5,0,NE,24,ESE,N,4,6,84,44,NA,NA,NA,NA,21.3,29,No,No
3/11/2013,18.3,29.8,0,ENE,26,NA,ESE,0,6,98,49,NA,NA,NA,NA,20.6,28.2,No,No
3/19/2013,12.5,25.7,0,ENE,28,ESE,E,2,9,71,42,NA,NA,NA,NA,17,23.6,No,No
3/27/2013,19.9,33.1,0,NE,22,N,NE,7,7,98,52,NA,NA,NA,NA,22,32.1,No,No
3/28/2013,18.6,33.5,0,NW,35,NA,N,0,11,99,37,NA,NA,NA,NA,20.4,32.8,No,Yes
4/7/2013,12.4,25.1,0,SSE,30,N,ENE,4,2,79,51,NA,NA,NA,NA,17.6,23.4,No,No
4/8/2013,11.9,25.4,0.4,ESE,26,S,SSE,2,9,92,45,NA,NA,NA,NA,16.8,24.8,No,No
4/11/2013,12.1,27.6,0.2,ENE,15,NA,E,0,6,93,31,NA,NA,NA,NA,17.8,27.1,No,No
4/13/2013,12.1,26.5,0,NE,22,SW,ENE,4,13,99,46,NA,NA,NA,NA,16.5,26.1,No,No
4/16/2013,16,20.7,18.4,SSE,22,NA,SW,0,11,99,81,NA,NA,NA,NA,16.9,19.7,Yes,No
4/18/2013,13.5,25.6,0.2,ESE,31,NNE,SE,4,20,86,59,NA,NA,NA,NA,18.9,22,No,No
4/19/2013,12.1,21.4,0.2,S,48,S,S,20,24,51,36,NA,NA,NA,NA,15.8,20.7,No,Yes
4/20/2013,13,18.4,7,S,39,SSW,S,15,20,87,76,NA,NA,NA,NA,15.7,18.3,Yes,Yes
4/25/2013,8.8,22.9,0.2,N,20,SE,NNE,2,6,72,41,NA,NA,NA,NA,14.5,22.4,No,No
5/4/2013,9.7,26.1,0,ESE,41,NNW,ESE,7,22,52,49,NA,NA,NA,NA,17.7,23.1,No,No
5/19/2013,4.1,19.9,0,WSW,28,ESE,W,6,11,59,33,NA,NA,NA,NA,12.8,18.8,No,No
5/25/2013,9.5,21.4,1.6,SW,26,N,SE,2,6,74,41,NA,NA,NA,NA,14.5,20.3,Yes,No
5/26/2013,4.6,20,0,WNW,9,N,NW,4,4,98,41,NA,NA,NA,NA,8.4,19.8,No,No
5/29/2013,9.6,16.9,0.4,N,9,NA,NA,0,0,100,94,NA,NA,NA,NA,11.4,16.4,No,No
5/31/2013,7.6,23.8,0.2,NE,13,NA,WSW,0,2,100,55,NA,NA,NA,NA,10.4,23.7,No,No
6/3/2013,10.9,18.9,13.4,SW,31,SW,SE,17,6,50,36,NA,NA,NA,NA,13.7,18,Yes,No
6/17/2013,3.5,17.7,0,SW,31,E,SW,6,20,85,50,NA,NA,NA,NA,11.1,16.4,No,No
6/29/2013,11.9,12.9,18,SW,20,SW,SW,7,13,99,99,NA,NA,NA,NA,12.1,12.5,Yes,Yes
7/1/2013,5.9,18.6,0.2,NNW,11,N,N,4,6,99,56,NA,NA,NA,NA,8.8,18.6,No,No
7/2/2013,4.1,18.6,0.2,NNE,13,NW,NW,2,4,99,58,NA,NA,NA,NA,6.9,18.2,No,No
7/15/2013,10.4,16,0.6,S,7,NA,SW,0,4,100,96,NA,NA,NA,NA,12.4,15.8,No,No
7/22/2013,3.5,17.3,0,NW,52,NNE,W,7,24,76,30,NA,NA,NA,NA,9.5,16.1,No,No
7/24/2013,7.2,18.1,0,SW,41,SW,SSW,22,9,50,44,NA,NA,NA,NA,14.3,16.9,No,No
8/4/2013,9.5,19.3,0,W,37,NNW,W,7,19,60,33,NA,NA,NA,NA,14.1,17.9,No,No
8/20/2013,4.3,16.1,0,WSW,46,SSE,WSW,6,26,42,30,NA,NA,NA,NA,11.1,14,No,No
9/1/2013,7.3,24.4,0,NE,24,NA,NE,0,7,78,35,NA,NA,NA,NA,13.8,23.9,No,No
9/3/2013,7.8,24.6,0,ENE,19,NA,ENE,0,6,85,35,NA,NA,NA,NA,14.1,24.2,No,No
9/4/2013,8.7,25.3,0,NE,24,NA,NNE,0,9,98,34,NA,NA,NA,NA,14.8,25.1,No,No
9/9/2013,14,27.2,0,N,22,NNE,NNE,4,11,82,43,NA,NA,NA,NA,19.7,25.9,No,No
9/11/2013,8.8,25.4,0,W,41,N,WNW,2,20,66,18,NA,NA,NA,NA,14.2,24.3,No,No
9/16/2013,13.1,18.1,0,S,15,ESE,SW,4,2,87,85,NA,NA,NA,NA,15.5,16.8,No,Yes
9/24/2013,12.8,32,0,WSW,48,NA,WNW,0,26,76,16,NA,NA,NA,NA,17.1,30.3,No,No
9/25/2013,11.2,33,0,W,44,SW,WNW,4,26,50,16,NA,NA,NA,NA,20.5,32.4,No,No
10/9/2013,7.6,32.5,0,WNW,31,SSE,N,2,9,67,18,NA,NA,NA,NA,15,30.9,No,No
10/10/2013,10.9,37.1,0,WNW,50,NNE,NW,6,22,28,7,NA,NA,NA,NA,24.8,36.2,No,No
10/17/2013,11.3,33.8,0,WNW,85,N,W,20,24,24,9,NA,NA,NA,NA,26.7,31.5,No,No
10/20/2013,11.3,32.2,0,ENE,30,SSW,NNE,2,9,70,23,NA,NA,NA,NA,18.3,31.6,No,No
10/24/2013,13.9,24.6,0,WNW,54,W,SW,13,26,32,21,NA,NA,NA,NA,21,22.9,No,No
10/26/2013,9.3,26.4,0,SSE,39,WNW,ESE,4,11,40,18,NA,NA,NA,NA,17.5,25.2,No,No
10/29/2013,13.4,30.4,2.2,SSE,48,N,SSE,4,31,70,57,NA,NA,NA,NA,18.7,20.2,Yes,No
11/9/2013,20.2,34.1,0,WSW,52,S,WSW,4,30,38,19,NA,NA,NA,NA,28,32.8,No,No
11/13/2013,11.4,30.3,11.2,W,39,N,WSW,4,13,74,21,NA,NA,NA,NA,18.5,29.3,Yes,No
11/19/2013,15.6,26.7,20.6,SW,26,SW,ESE,17,6,71,52,NA,NA,NA,NA,20.8,25.5,Yes,No
11/29/2013,19.4,21.9,0,SSE,39,NNE,S,7,11,80,95,NA,NA,NA,NA,20.7,16.4,No,Yes
12/1/2013,13,25,0,ENE,26,S,E,6,15,62,52,NA,NA,NA,NA,19.2,23.2,No,No
12/7/2013,11,28.4,0,ESE,28,N,ENE,6,9,52,28,NA,NA,NA,NA,19,26.8,No,No
12/11/2013,16.1,32.1,0,NW,43,ENE,WNW,4,20,58,21,NA,NA,NA,NA,22.7,32,No,No
12/12/2013,16,30.3,0,E,33,SW,NNE,4,11,61,33,NA,NA,NA,NA,22,29.1,No,No
12/15/2013,17.7,28.6,0,SE,35,SSE,SE,4,13,72,46,NA,NA,NA,NA,21.9,27.7,No,Yes
12/21/2013,23.7,32.2,0,S,31,SSE,SE,6,19,62,46,NA,NA,NA,NA,25.2,30.4,No,No
12/23/2013,23.3,38.1,0.2,SSE,41,S,NE,6,19,65,23,NA,NA,NA,NA,26.7,37.1,No,No
12/25/2013,17,22,1.2,ESE,13,N,NA,4,0,98,98,NA,NA,NA,NA,18.7,20.2,Yes,Yes
12/28/2013,17.9,31.8,0.2,NE,28,NNW,NNE,6,13,84,47,NA,NA,NA,NA,21.4,29.6,No,No
1/1/2014,19.8,32.7,0,NNE,30,NNE,E,11,11,72,33,NA,NA,NA,NA,23,32.2,No,No
1/19/2014,19.9,31.3,0,SSW,31,S,ESE,15,17,68,45,NA,NA,NA,NA,25.7,29.9,No,No
